replicate,uav_estimate_x_m,uav_estimate_y_m,uav_error_xy_m,target_raw_x_m,target_raw_y_m,target_raw_error_xy_m,target_bias_corrected_x_m,target_bias_corrected_y_m,target_bias_corrected_error_xy_m
140,1.0118472214511578,3.7982776851871773,0.028546510068461383,0.7492652209310537,4.738010915573413,0.19629027719152714,0.8649070174476641,4.872296966686388,0.044423898141851735
141,0.9886317420645092,3.7850379110553196,0.00542908912555908,0.8345544427559775,4.6619189084530195,0.20680311441696878,0.9501962392725878,4.796204959565995,0.07416835777141507
142,0.9962615603606444,3.785160796815383,0.012007603394837953,0.8140895826681621,4.8098397914142375,0.10299147549211177,0.9297313791847724,4.944125842527213,0.09129565879040526
143,0.981757297350394,3.8107471550108865,0.022017738798715564,0.7751634598234084,4.723142456107586,0.18654515545478081,0.8908052563400187,4.857428507220561,0.015468974060918092
144,1.0247802085100763,3.806002689208969,0.043402829032584446,0.8025682269975398,4.724030045426599,0.16772941768766716,0.9182100235141502,4.858316096539575,0.0122477116346574
145,0.9928585327210813,3.8095173138692355,0.02206493498764223,0.8856579009276386,4.710682164647987,0.1466782990019024,1.001299697444249,4.844968215760963,0.0957276460071593
146,0.9827944263741195,3.785703174625344,0.0038524216879166615,0.7726643684392688,4.715081160345324,0.1940770602713435,0.8883061649558791,4.8493672114583,0.019054172095313966
147,0.9941938721098885,3.7911406340600444,0.00958007350196827,0.8383643299324017,4.753052807302814,0.12321642315223774,0.9540061264490121,4.88733885841579,0.057209188857500926
148,0.9924697251415309,3.7867904033567066,0.007903002240408765,0.78360192644171,4.715039951669799,0.18675127016659612,0.8992437229583203,4.8493260027827745,0.009581402439424673
149,0.991310748123312,3.7912440724715526,0.0068393211962104895,0.7452011264895511,4.713158669382387,0.21517429407195135,0.8608429230061614,4.847444720495362,0.04614117755471643
150,0.980738868707989,3.796478292930668,0.008585936572209872,0.7079992995071019,4.732475375604817,0.2334969641836072,0.8236410960237123,4.866761426717792,0.08326836077449842
151,0.9948546970236656,3.8115417836702736,0.024700648104904754,0.784087302631335,4.680306932775247,0.21389171739377155,0.8997290991479453,4.814592983888223,0.041825503959570576
152,0.9809347656081453,3.7902921730120074,0.004155461471914985,0.802942343700782,4.704295449993344,0.1834409966969235,0.9185841402173923,4.83858150110632,0.021302897100020517
153,1.0042951957914514,3.7852126282867373,0.019783881415896133,0.7613781213569201,4.734838808110063,0.1887665092525659,0.8770199178735304,4.869124859223039,0.03203092855693839
154,0.9746824777260743,3.8094723680979765,0.022910594508858278,0.9038261256142072,4.724104505569194,0.13183176277710215,1.0194679221308174,4.85839055668217,0.11329497381369154
155,1.0026886734279417,3.7872368696081793,0.017903270557984,0.7971397653387207,4.645610620519367,0.2369008697060984,0.912781561855331,4.7798966716323426,0.07630260172607056
156,0.9788764121707725,3.790170051960432,0.006114086023070503,0.7782865569582706,4.690376631983476,0.20920029869827067,0.893928353474881,4.824662683096451,0.03357519874638787
157,0.9731373509226616,3.794365940850584,0.012920074552318202,0.7763971241365278,4.75511575843135,0.1643449184994995,0.8920389206531382,4.889401809544325,0.0363580762223537
158,0.9873031289122172,3.7992766048803532,0.01060973358124273,0.7536564978260633,4.721156128365214,0.20354224344759822,0.8692982943426736,4.85544217947819,0.0369047332882519
159,0.9788575668032025,3.8040399954404487,0.016242596589906556,0.8075473800459675,4.709169478284396,0.17682351751093298,0.9231891765625778,4.843455529397372,0.02106817213315645
160,0.9896012985883588,3.7975804039857994,0.009843194029212042,0.823417102711732,4.683400650129318,0.19134830098428948,0.9390588992283423,4.817686701242294,0.05040934388322751
161,0.9903199591572373,3.7989499664594013,0.011389631977178415,0.7640340784845311,4.771505819296541,0.16533614567898547,0.8796758750011414,4.905791870409517,0.056491079126834376
162,1.0019359691545688,3.7817335315604614,0.018531338062747565,0.8654525783982714,4.691425762870342,0.1694609881388252,0.9810943749148817,4.825711813983317,0.08075514480979333
163,0.9799733939469718,3.7987519461362282,0.010955688770927757,0.8063734765566127,4.743297924910092,0.15049224705455946,0.9220152730732231,4.877583976023067,0.026826703015850686
164,0.9943942452497383,3.7973395943897463,0.01269406566523261,0.8126346386056955,4.779227239575597,0.12097715956007501,0.9282764351223058,4.913513290688573,0.06168423082864504
165,0.9933528554155157,3.7599665002904405,0.030200251250150772,0.8529189014987784,4.7066298224696155,0.15850838439963583,0.9685606980153887,4.840915873582591,0.06413912424534439
166,0.9721736445409142,3.8052963807995326,0.02069621443248914,0.7580902209977766,4.713839990417064,0.2052359246217984,0.8737320175143869,4.84812604153004,0.03338916146774204
167,0.9826335831197663,3.7841429755961893,0.005300960061322535,0.8104027576595242,4.716878111573496,0.1688441245677756,0.9260445541761345,4.851164162686471,0.02040528791328407
168,0.983231161023195,3.8012590225067986,0.012417118003832288,0.8605861260183475,4.677224836556076,0.1844200693852429,0.9762279225349578,4.811510887669051,0.08291939265810712
