frame_seq,sample_timestamp_ns,tag_id,anchor_id,anchor_x_m,anchor_y_m,anchor_z_m,range_m,stddev_m
70,2397338995542,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,32.8842718674341,0.05
70,2397338995542,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,20.8798547397053,0.05
70,2397338995542,carla_uav_uwb_tag,A3,15.0,12.0,0.5,6.299073889065565,0.05
70,2397338995542,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,25.88654575803177,0.05
71,2397438995543,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,32.872172405243504,0.05
71,2397438995543,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,20.953407380871905,0.05
71,2397438995543,carla_uav_uwb_tag,A3,15.0,12.0,0.5,6.204405709315207,0.05
71,2397438995543,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,25.92953072703996,0.05
72,2397538995545,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,32.97898901110617,0.05
72,2397538995545,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,20.98173642222915,0.05
72,2397538995545,carla_uav_uwb_tag,A3,15.0,12.0,0.5,6.118715352733323,0.05
72,2397538995545,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,25.996212381540744,0.05
73,2397638995546,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.13155857817244,0.05
73,2397638995546,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,20.86850958086083,0.05
73,2397638995546,carla_uav_uwb_tag,A3,15.0,12.0,0.5,6.061124920615589,0.05
73,2397638995546,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.057693389846175,0.05
74,2397738995548,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.13561714037594,0.05
74,2397738995548,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,20.988178073031616,0.05
74,2397738995548,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.928364013559215,0.05
74,2397738995548,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.124109123476167,0.05
75,2397838995549,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.26847395377852,0.05
75,2397838995549,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,20.939989083883116,0.05
75,2397838995549,carla_uav_uwb_tag,A3,15.0,12.0,0.5,6.00418546260778,0.05
75,2397838995549,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.148695321956886,0.05
76,2397938995551,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.2387824207401,0.05
76,2397938995551,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,20.973905584326623,0.05
76,2397938995551,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.890616739924203,0.05
76,2397938995551,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.286104136986843,0.05
77,2398038995552,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.32915192959212,0.05
77,2398038995552,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.122985362442236,0.05
77,2398038995552,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.914117447958966,0.05
77,2398038995552,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.297571644260035,0.05
78,2398138995554,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.44380064153835,0.05
78,2398138995554,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.068075907012005,0.05
78,2398138995554,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.846115812007779,0.05
78,2398138995554,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.31382167268192,0.05
79,2398238995555,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.414953038281965,0.05
79,2398238995555,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.020928734832093,0.05
79,2398238995555,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.805195443566299,0.05
79,2398238995555,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.321313081496484,0.05
80,2398338995557,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.50415109831963,0.05
80,2398338995557,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.055851897773877,0.05
80,2398338995557,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.766840286434255,0.05
80,2398338995557,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.467832427645238,0.05
81,2398438995558,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.60790658645402,0.05
81,2398438995558,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.111393872609625,0.05
81,2398438995558,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.5837470452319256,0.05
81,2398438995558,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.47554272197952,0.05
82,2398538995560,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.50848686142024,0.05
82,2398538995560,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.05829859295594,0.05
82,2398538995560,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.693529902117777,0.05
82,2398538995560,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.55783124840482,0.05
83,2398638995561,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.58074772738678,0.05
83,2398638995561,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.042750761385058,0.05
83,2398638995561,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.5767439790934334,0.05
83,2398638995561,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.510681723789034,0.05
84,2398738995563,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.62913401675426,0.05
84,2398738995563,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.1181097786171,0.05
84,2398738995563,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.591515243688402,0.05
84,2398738995563,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.64599249857458,0.05
85,2398838995564,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.59349190885933,0.05
85,2398838995564,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.12664784386956,0.05
85,2398838995564,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.49750888376598,0.05
85,2398838995564,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.67875011671142,0.05
86,2398938995566,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.832585757403876,0.05
86,2398938995566,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.01702242237487,0.05
86,2398938995566,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.426022502381218,0.05
86,2398938995566,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.728541876923316,0.05
87,2399038995567,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.71479109347469,0.05
87,2399038995567,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.20255496026363,0.05
87,2399038995567,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.437146336333678,0.05
87,2399038995567,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.780734876555876,0.05
88,2399138995569,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.80576889307133,0.05
88,2399138995569,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.1778277124511,0.05
88,2399138995569,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.436793424201254,0.05
88,2399138995569,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.7878951746242,0.05
89,2399238995570,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.88485561285441,0.05
89,2399238995570,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.158834051689254,0.05
89,2399238995570,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.306302034543645,0.05
89,2399238995570,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.805185143526938,0.05
90,2399338995572,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.902653373795324,0.05
90,2399338995572,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.17245740864933,0.05
90,2399338995572,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.367045798142111,0.05
90,2399338995572,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.794347850270455,0.05
91,2399438995573,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.93949690617372,0.05
91,2399438995573,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.235115005759617,0.05
91,2399438995573,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.248935004220177,0.05
91,2399438995573,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.839276310935855,0.05
92,2399538995575,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,33.98968742219426,0.05
92,2399538995575,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.210779599231724,0.05
92,2399538995575,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.257181506928566,0.05
92,2399538995575,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.978396424000568,0.05
93,2399638995576,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,34.05455819579673,0.05
93,2399638995576,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.217933410695064,0.05
93,2399638995576,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.256264672028399,0.05
93,2399638995576,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,27.058288932561542,0.05
94,2399738995578,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,34.03192673569461,0.05
94,2399738995578,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.082702113460044,0.05
94,2399738995578,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.2821631921459336,0.05
94,2399738995578,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.947376319130473,0.05
95,2399838995579,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,34.07635268182236,0.05
95,2399838995579,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.255139737119272,0.05
95,2399838995579,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.096671358308065,0.05
95,2399838995579,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,26.934414580478997,0.05
96,2399938995581,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,34.017999636784936,0.05
96,2399938995581,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.15647546248747,0.05
96,2399938995581,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.1750129966378875,0.05
96,2399938995581,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,27.04835166296158,0.05
97,2400038995582,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,34.13731049467454,0.05
97,2400038995582,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.131789408600735,0.05
97,2400038995582,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.015179144719782,0.05
97,2400038995582,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,27.048414163271623,0.05
98,2400138995584,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,34.12363553742597,0.05
98,2400138995584,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.231371883632903,0.05
98,2400138995584,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.144858072637487,0.05
98,2400138995584,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,27.074524722120213,0.05
99,2400238995585,carla_uav_uwb_tag,A1,-15.0,-12.0,0.5,34.207261037946935,0.05
99,2400238995585,carla_uav_uwb_tag,A2,15.0,-12.0,4.5,21.225553415871257,0.05
99,2400238995585,carla_uav_uwb_tag,A3,15.0,12.0,0.5,5.116748345585914,0.05
99,2400238995585,carla_uav_uwb_tag,A4,-15.0,12.0,4.5,27.052671825393137,0.05
