frame_seq,sample_timestamp_ns,algorithm,valid,estimate_x_m,estimate_y_m,estimate_z_m,error_reason
87,2399038995567,uwb.matlab.taylor,1,11.47958320902699,8.800167115511735,3.0801912569636962,
88,2399138995569,uwb.matlab.taylor,1,11.531610858712806,8.821896460074836,3.2022667490380616,
89,2399238995570,uwb.matlab.taylor,1,11.58763081855693,8.839236690514616,3.0600063405373144,
90,2399338995572,uwb.matlab.taylor,1,11.583484006863497,8.85920493639144,3.1995903499957183,
91,2399438995573,uwb.matlab.taylor,1,11.616365823903545,8.909603677455866,3.055887817614546,
92,2399538995575,uwb.matlab.taylor,1,11.726336700071919,8.881933324054623,3.158690594976363,
93,2399638995576,uwb.matlab.taylor,1,11.59106500366413,8.490434175041505,-0.3633843561114657,
94,2399738995578,uwb.matlab.taylor,1,11.756195391572614,8.815945305270349,3.2090248929003393,
95,2399838995579,uwb.matlab.taylor,1,11.735450669796899,8.96145505053264,2.9789470884629243,
96,2399938995581,uwb.matlab.taylor,1,11.796224334689775,8.838349352393898,3.034471569741629,
97,2400038995582,uwb.matlab.taylor,1,11.8626260696176,8.872967742609154,2.8869061836593395,
98,2400138995584,uwb.matlab.taylor,1,11.843222978556382,8.932438299181648,3.1490314029152264,
99,2400238995585,uwb.matlab.taylor,1,11.870288951717075,8.96945427059713,3.1953821610532898,
0,2390338995438,uwb.matlab.ekf,1,2.853301553576341,5.354824252598935,-1.3067167178927148,
1,2390438995439,uwb.matlab.ekf,1,2.8659552805860256,5.420502456816897,0.6577111268716254,
2,2390538995441,uwb.matlab.ekf,1,3.049742731448198,5.536626573457043,1.7672692915444306,
3,2390638995442,uwb.matlab.ekf,1,3.2057015274924407,5.694110328769571,2.8310064014770546,
4,2390738995444,uwb.matlab.ekf,1,3.391830128990953,5.755287848451606,3.4781852134271105,
5,2390838995445,uwb.matlab.ekf,1,3.546173045637023,5.807455092009096,3.7670842108235023,
6,2390938995447,uwb.matlab.ekf,1,3.7017304157905544,5.863312025041614,3.885712304169613,
7,2391038995448,uwb.matlab.ekf,1,3.8361732952471987,5.933487006012256,4.069009136968424,
8,2391138995449,uwb.matlab.ekf,1,3.9983745644572206,5.967920876534488,4.075130002896179,
9,2391238995451,uwb.matlab.ekf,1,4.159330310052127,6.022645635089184,4.009432590452297,
10,2391338995452,uwb.matlab.ekf,1,4.301274149576905,6.107328078849296,3.9665134528508363,
11,2391438995454,uwb.matlab.ekf,1,4.421651042986172,6.1586462412203975,3.9460887295503095,
12,2391538995455,uwb.matlab.ekf,1,4.558112175996699,6.2130279766757806,3.901953452024706,
13,2391638995457,uwb.matlab.ekf,1,4.663792669403298,6.2458243247210845,3.7422392873015076,
14,2391738995458,uwb.matlab.ekf,1,4.795777899815108,6.316327403266758,3.6122618635946657,
15,2391838995460,uwb.matlab.ekf,1,4.9133556759313555,6.33140881685802,3.4869224200206093,
16,2391938995461,uwb.matlab.ekf,1,5.0399733005283345,6.408875605579214,3.419098566230548,
17,2392038995463,uwb.matlab.ekf,1,5.173641608180424,6.473209875403919,3.336816717216856,
18,2392138995464,uwb.matlab.ekf,1,5.293059773078413,6.50217273895275,3.2432487688169256,
19,2392238995466,uwb.matlab.ekf,1,5.406325080853199,6.539016438818092,3.200592076414339,
20,2392338995467,uwb.matlab.ekf,1,5.5445779859953355,6.583092972500045,3.172041671080232,
21,2392438995469,uwb.matlab.ekf,1,5.659821323089905,6.624796442055689,3.0709161880758025,
22,2392538995470,uwb.matlab.ekf,1,5.784868113033763,6.682198397682722,3.0910432135718633,
23,2392638995472,uwb.matlab.ekf,1,5.905742839710983,6.738086199933768,3.006267244341144,
24,2392738995473,uwb.matlab.ekf,1,6.016552836802392,6.752356579380458,2.987910236063672,
25,2392838995475,uwb.matlab.ekf,1,6.148349184798503,6.816146290175922,2.9496520668975887,
26,2392938995476,uwb.matlab.ekf,1,6.273951471161682,6.854946280941354,2.902962490522327,
27,2393038995478,uwb.matlab.ekf,1,6.423237946685985,6.883453198159505,3.0035188622535665,
28,2393138995479,uwb.matlab.ekf,1,6.540543823668301,6.912001412964423,3.0229030375766497,
29,2393238995481,uwb.matlab.ekf,1,6.648959817189382,6.971192218448882,3.115668227309472,
30,2393338995482,uwb.matlab.ekf,1,6.774854101400244,7.013373889980343,3.0856499935231163,
31,2393438995484,uwb.matlab.ekf,1,6.87793107260423,7.0900762335303735,3.185564241326337,
32,2393538995485,uwb.matlab.ekf,1,6.989140701243988,7.129377301876636,3.146812041880296,
33,2393638995487,uwb.matlab.ekf,1,7.1212547930841525,7.196602029630307,3.1169390334477027,
34,2393738995488,uwb.matlab.ekf,1,7.262484326387778,7.230728337871091,3.2008174951660546,
35,2393838995490,uwb.matlab.ekf,1,7.400389640539781,7.270289535608612,3.130435243937303,
36,2393938995491,uwb.matlab.ekf,1,7.495743243963951,7.299689709485578,3.0840095530579683,
37,2394038995493,uwb.matlab.ekf,1,7.5947525195904815,7.365430253512441,3.1267292919655585,
38,2394138995494,uwb.matlab.ekf,1,7.706785698548039,7.36681909439581,3.072243803768989,
39,2394238995496,uwb.matlab.ekf,1,7.7926281354111575,7.4409478565316345,3.0670314051074703,
40,2394338995497,uwb.matlab.ekf,1,7.875186212439362,7.453763296390943,3.1319648975152026,
41,2394438995499,uwb.matlab.ekf,1,8.010780739960476,7.491232836890714,3.2067829314619427,
42,2394538995500,uwb.matlab.ekf,1,8.132997679450305,7.5391024747458175,3.16728189462383,
43,2394638995502,uwb.matlab.ekf,1,8.252792377008548,7.565552496529436,3.1055701341162396,
44,2394738995503,uwb.matlab.ekf,1,8.371416852414697,7.634168025013638,3.162440497221406,
45,2394838995505,uwb.matlab.ekf,1,8.491111062592953,7.687934718251036,3.192254930648415,
46,2394938995506,uwb.matlab.ekf,1,8.551384971554926,7.756750601228509,3.202204741060658,
47,2395038995508,uwb.matlab.ekf,1,8.60840654602444,7.785007947863417,3.2097036846491873,
48,2395138995509,uwb.matlab.ekf,1,8.698382237051247,7.835245702095164,3.1395388846284966,
49,2395238995511,uwb.matlab.ekf,1,8.819145204809823,7.851680758612106,3.1610850778351764,
50,2395338995512,uwb.matlab.ekf,1,8.928928217485913,7.893503170950452,3.1710673872309405,
51,2395438995514,uwb.matlab.ekf,1,8.998105918297206,7.89601944575197,3.0679440022449747,
52,2395538995515,uwb.matlab.ekf,1,9.077243891287154,7.909677085207283,3.083675460396856,
53,2395638995517,uwb.matlab.ekf,1,9.209220055727966,7.930828464706911,3.087064429830893,
54,2395738995518,uwb.matlab.ekf,1,9.298706048138035,8.001138415658849,3.108272252632674,
55,2395838995520,uwb.matlab.ekf,1,9.378055930529465,8.036006669902505,3.1162122629263513,
56,2395938995521,uwb.matlab.ekf,1,9.490518479639455,8.048993793726723,3.226258173113993,
57,2396038995523,uwb.matlab.ekf,1,9.574864053802111,8.07608910388031,3.130524455957238,
58,2396138995524,uwb.matlab.ekf,1,9.655652071918023,8.139310889622221,3.1169835362809497,
59,2396238995525,uwb.matlab.ekf,1,9.720970595523148,8.143568691268463,3.022763471157028,
60,2396338995527,uwb.matlab.ekf,1,9.793997694518424,8.175428219561768,2.9576208741845393,
61,2396438995528,uwb.matlab.ekf,1,9.948971614263556,8.197174375447593,3.025369198960949,
62,2396538995530,uwb.matlab.ekf,1,10.063618244178935,8.236708923974987,3.1336713819044064,
63,2396638995531,uwb.matlab.ekf,1,10.154556545403059,8.261836595062565,3.192007017715945,
64,2396738995533,uwb.matlab.ekf,1,10.188951603830851,8.2961178935324,3.1954787924838643,
65,2396838995534,uwb.matlab.ekf,1,10.235782966683406,8.31869697494247,3.1922348434983605,
66,2396938995536,uwb.matlab.ekf,1,10.305101313713404,8.367564831187021,3.209165217298007,
67,2397038995537,uwb.matlab.ekf,1,10.381919619374798,8.391112452821703,3.1766403062637147,
68,2397138995539,uwb.matlab.ekf,1,10.43435685211763,8.439954306154867,3.229213711518309,
69,2397238995540,uwb.matlab.ekf,1,10.505473456503696,8.422452074415633,3.2325497017456315,
70,2397338995542,uwb.matlab.ekf,1,10.598403283566753,8.419064362908014,3.253442411379108,
71,2397438995543,uwb.matlab.ekf,1,10.655990829665798,8.435742144041367,3.20637425986298,
72,2397538995545,uwb.matlab.ekf,1,10.724301918486352,8.471979176798282,3.1713885947486973,
73,2397638995546,uwb.matlab.ekf,1,10.822921518453878,8.480570133241718,3.179934045098246,
74,2397738995548,uwb.matlab.ekf,1,10.890272559460401,8.522466331874288,3.1135715275508953,
75,2397838995549,uwb.matlab.ekf,1,10.953043774491453,8.547112593712448,3.179286307289922,
76,2397938995551,uwb.matlab.ekf,1,11.018389242581794,8.55602192040368,3.1555228332750587,
77,2398038995552,uwb.matlab.ekf,1,11.051547156844748,8.621879451123872,3.2105450462421468,
78,2398138995554,uwb.matlab.ekf,1,11.101443338078159,8.669284664406511,3.2633227384379024,
79,2398238995555,uwb.matlab.ekf,1,11.128441839922079,8.674411066474555,3.260604927289766,
80,2398338995557,uwb.matlab.ekf,1,11.196919963761063,8.68710086960482,3.286799722033874,
81,2398438995558,uwb.matlab.ekf,1,11.265358431424731,8.739263786533737,3.2377698577170824,
82,2398538995560,uwb.matlab.ekf,1,11.299801669426502,8.714867628653499,3.2304747133461893,
83,2398638995561,uwb.matlab.ekf,1,11.32393935780512,8.71233511216097,3.17629701411955,
84,2398738995563,uwb.matlab.ekf,1,11.370109676571024,8.726333121031171,3.179488744142874,
85,2398838995564,uwb.matlab.ekf,1,11.40033870190754,8.730987785174232,3.110967182583528,
86,2398938995566,uwb.matlab.ekf,1,11.494663346070169,8.7379785434591,3.112553733415344,
87,2399038995567,uwb.matlab.ekf,1,11.51693664804624,8.7726117858566,3.0917442271934985,
88,2399138995569,uwb.matlab.ekf,1,11.544376415201972,8.80148755052121,3.118135925067829,
89,2399238995570,uwb.matlab.ekf,1,11.587139543492283,8.831952035982493,3.0922198687848113,
90,2399338995572,uwb.matlab.ekf,1,11.602008302927898,8.853138968273958,3.123341893597777,
91,2399438995573,uwb.matlab.ekf,1,11.626507749246317,8.893672739573677,3.097914950821238,
92,2399538995575,uwb.matlab.ekf,1,11.689668940681964,8.901720068539378,3.1136042603315284,
93,2399638995576,uwb.matlab.ekf,1,11.762861918427596,8.907464817303609,3.162099998282858,
94,2399738995578,uwb.matlab.ekf,1,11.780357704607416,8.866218029313599,3.189271129155697,
95,2399838995579,uwb.matlab.ekf,1,11.782133838470576,8.916262197624365,3.1244913973873256,
96,2399938995581,uwb.matlab.ekf,1,11.802173698646056,8.886645210044362,3.0958441556495937,
97,2400038995582,uwb.matlab.ekf,1,11.849555892387032,8.886896669627866,3.020119797045684,
98,2400138995584,uwb.matlab.ekf,1,11.859930607496299,8.90491721103777,3.047899329409589,
99,2400238995585,uwb.matlab.ekf,1,11.874977965147643,8.935370198347162,3.0919698046390995,
0,2390338995438,uwb.matlab.ukf,1,2.8533015781976845,5.354824302672564,-0.38280131275533424,
1,2390438995439,uwb.matlab.ukf,1,2.88793955062228,5.436642960208395,1.2025454682841519,
2,2390538995441,uwb.matlab.ukf,1,3.0722336694704193,5.553678962975828,2.1628392336986924,
3,2390638995442,uwb.matlab.ukf,1,3.218817661676513,5.702929101445973,2.9613967965564245,
4,2390738995444,uwb.matlab.ukf,1,3.397660545183018,5.757516662824661,3.445256697059731,
5,2390838995445,uwb.matlab.ukf,1,3.5466146027331815,5.805520527141178,3.6573852622927667,
6,2390938995447,uwb.matlab.ukf,1,3.6981078307281243,5.8583184964779536,3.7196410027781717,
7,2391038995448,uwb.matlab.ukf,1,3.827879602598584,5.927419782509278,3.8703558360360906,
8,2391138995449,uwb.matlab.ukf,1,3.9887476994850015,5.959480550192091,3.8489892476037886,
9,2391238995451,uwb.matlab.ukf,1,4.148053600716689,6.0140154512558155,3.766239525446782,
10,2391338995452,uwb.matlab.ukf,1,4.287568844811624,6.099869275189215,3.7182849366301034,
11,2391438995454,uwb.matlab.ukf,1,4.406083093221768,6.150361298834394,3.7045957931618245,
12,2391538995455,uwb.matlab.ukf,1,4.543780289548612,6.204972796134508,3.675009788783853,
13,2391638995457,uwb.matlab.ukf,1,4.649686302271244,6.237088549126504,3.5294944952905443,
14,2391738995458,uwb.matlab.ukf,1,4.783969014052725,6.309260408239356,3.4148503993526433,
15,2391838995460,uwb.matlab.ukf,1,4.902552764307381,6.3230478183434995,3.31211951380856,
16,2391938995461,uwb.matlab.ukf,1,5.031326282320902,6.403715928261653,3.2755961634503374,
17,2392038995463,uwb.matlab.ukf,1,5.167382569447374,6.4693069286948495,3.2265411051344683,
18,2392138995464,uwb.matlab.ukf,1,5.287494882303592,6.497451624344736,3.156646529223483,
19,2392238995466,uwb.matlab.ukf,1,5.401750346924371,6.53521564683093,3.1395972707217186,
20,2392338995467,uwb.matlab.ukf,1,5.542698713753529,6.58086083509095,3.1344160075168546,
21,2392438995469,uwb.matlab.ukf,1,5.658317594826056,6.62352962448812,3.0485395064318546,
22,2392538995470,uwb.matlab.ukf,1,5.784381619755263,6.682305546682147,3.085036747397454,
23,2392638995472,uwb.matlab.ukf,1,5.906017432713155,6.738884311661588,3.009162482121806,
24,2392738995473,uwb.matlab.ukf,1,6.016654462568814,6.751644730158303,2.9989496983497603,
25,2392838995475,uwb.matlab.ukf,1,6.150079628634455,6.817545810663257,2.9662788257193213,
26,2392938995476,uwb.matlab.ukf,1,6.275726649710453,6.855974685640347,2.922145230253498,
27,2393038995478,uwb.matlab.ukf,1,6.42570829003324,6.883725331066915,3.025274413097948,
28,2393138995479,uwb.matlab.ukf,1,6.5415840200447075,6.9123156060796775,3.043601221936686,
29,2393238995481,uwb.matlab.ukf,1,6.649163041395105,6.972838666221808,3.1356677269091233,
30,2393338995482,uwb.matlab.ukf,1,6.776243093033506,7.015023683779929,3.103372856996015,
31,2393438995484,uwb.matlab.ukf,1,6.878217887374322,7.0924523440642115,3.201100274701252,
32,2393538995485,uwb.matlab.ukf,1,6.989929432218604,7.130348587057731,3.158566752272327,
33,2393638995487,uwb.matlab.ukf,1,7.123217467603736,7.1980269237338135,3.125566921996351,
34,2393738995488,uwb.matlab.ukf,1,7.264384404424776,7.230323434741099,3.2084845863215903,
35,2393838995490,uwb.matlab.ukf,1,7.402106784941151,7.269917887372688,3.135011633456896,
36,2393938995491,uwb.matlab.ukf,1,7.494785054469815,7.29881188210926,3.0866585820289223,
37,2394038995493,uwb.matlab.ukf,1,7.5933003901927405,7.365937236614427,3.1283908007549135,
38,2394138995494,uwb.matlab.ukf,1,7.706386394482484,7.3653860131607685,3.072094490343154,
39,2394238995496,uwb.matlab.ukf,1,7.791635977150429,7.441960501822354,3.06591444168927,
40,2394338995497,uwb.matlab.ukf,1,7.8737952496711845,7.452695056320551,3.1309673294537568,
41,2394438995499,uwb.matlab.ukf,1,8.012405101236125,7.490917996359148,3.2054911055803634,
42,2394538995500,uwb.matlab.ukf,1,8.134887015155224,7.539706969043668,3.1645511472697785,
43,2394638995502,uwb.matlab.ukf,1,8.253984568584233,7.5653742522757215,3.1018719322859587,
44,2394738995503,uwb.matlab.ukf,1,8.371608396432451,7.635050555607599,3.159435251023524,
45,2394838995505,uwb.matlab.ukf,1,8.49087398076877,7.688340136793076,3.1893864922247994,
46,2394938995506,uwb.matlab.ukf,1,8.548362025366586,7.757251623320911,3.199274093002228,
47,2395038995508,uwb.matlab.ukf,1,8.605149593911266,7.783742575400093,3.2065656275947743,
48,2395138995509,uwb.matlab.ukf,1,8.698068965114315,7.834917195420914,3.135163012592553,
49,2395238995511,uwb.matlab.ukf,1,8.820886511466956,7.850055018387444,3.157380668606437,
50,2395338995512,uwb.matlab.ukf,1,8.930523674591793,7.892743482820908,3.1676256016992452,
51,2395438995514,uwb.matlab.ukf,1,8.997533601593418,7.894275419125496,3.0635431204564525,
52,2395538995515,uwb.matlab.ukf,1,9.076268147110845,7.908246103670923,3.0802771977559047,
53,2395638995517,uwb.matlab.ukf,1,9.210940223092267,7.9304903777354525,3.083894573127001,
54,2395738995518,uwb.matlab.ukf,1,9.298862835101724,8.002981487678163,3.105753999628363,
55,2395838995520,uwb.matlab.ukf,1,9.376983634790028,8.036685133270591,3.114075481680156,
56,2395938995521,uwb.matlab.ukf,1,9.490445638052936,8.048020596022887,3.2254788383284025,
57,2396038995523,uwb.matlab.ukf,1,9.574713843670299,8.075919036223016,3.127752439914469,
58,2396138995524,uwb.matlab.ukf,1,9.655120155427074,8.140563859200617,3.1141331019490144,
59,2396238995525,uwb.matlab.ukf,1,9.719751917819778,8.142699814219718,3.0190601838271367,
60,2396338995527,uwb.matlab.ukf,1,9.793337826817627,8.175067541440335,2.953761007692967,
61,2396438995528,uwb.matlab.ukf,1,9.95187149173606,8.196460320108272,3.0231784026341733,
62,2396538995530,uwb.matlab.ukf,1,10.064916560273353,8.236330463258323,3.1333464061407907,
63,2396638995531,uwb.matlab.ukf,1,10.15397660500261,8.261189534927427,3.1918172339022544,
64,2396738995533,uwb.matlab.ukf,1,10.18562139795907,8.295967974805425,3.1944571326062787,
65,2396838995534,uwb.matlab.ukf,1,10.233167045707985,8.318521272351532,3.190422411588839,
66,2396938995536,uwb.matlab.ukf,1,10.30465728878095,8.368562997465014,3.206907430957422,
67,2397038995537,uwb.matlab.ukf,1,10.382781765547234,8.391324394688406,3.1736052256015137,
68,2397138995539,uwb.matlab.ukf,1,10.43414809074034,8.440299658738455,3.2270656679851344,
69,2397238995540,uwb.matlab.ukf,1,10.505823258838191,8.420282076280552,3.2303201300718456,
70,2397338995542,uwb.matlab.ukf,1,10.599981389356783,8.417174745100006,3.251239074930467,
71,2397438995543,uwb.matlab.ukf,1,10.656298287950893,8.435309810063611,3.203248646959181,
72,2397538995545,uwb.matlab.ukf,1,10.72452975067765,8.472952571569554,3.1679655306845205,
73,2397638995546,uwb.matlab.ukf,1,10.823966941485931,8.480541586719275,3.177331343526529,
74,2397738995548,uwb.matlab.ukf,1,10.89023523851207,8.523514755387309,3.1103048790101364,
75,2397838995549,uwb.matlab.ukf,1,10.951701841554371,8.546934533928235,3.1781129781510398,
76,2397938995551,uwb.matlab.ukf,1,11.017451502166303,8.55525175042149,3.153874570659233,
77,2398038995552,uwb.matlab.ukf,1,11.049575167977904,8.62294970437356,3.209750003890145,
78,2398138995554,uwb.matlab.ukf,1,11.100411211448234,8.670091124630128,3.26287243501661,
79,2398238995555,uwb.matlab.ukf,1,11.127141152113662,8.67325612271444,3.259537696920045,
80,2398338995557,uwb.matlab.ukf,1,11.19790011761849,8.685966214850403,3.285481316791034,
81,2398438995558,uwb.matlab.ukf,1,11.267379986257536,8.740237484580886,3.2349461703310665,
82,2398538995560,uwb.matlab.ukf,1,11.29942924260027,8.71263087973966,3.228196033718256,
83,2398638995561,uwb.matlab.ukf,1,11.322907020165495,8.710725156389708,3.1733060608732315,
84,2398738995563,uwb.matlab.ukf,1,11.370012854229463,8.72593681121914,3.1769881623256837,
85,2398838995564,uwb.matlab.ukf,1,11.400108049815412,8.730959830125999,3.107662512485518,
86,2398938995566,uwb.matlab.ukf,1,11.49698338587355,8.738159317693686,3.110082540271545,
87,2399038995567,uwb.matlab.ukf,1,11.516392019241051,8.77355859131254,3.089678673081899,
88,2399138995569,uwb.matlab.ukf,1,11.542991801852622,8.802098401800258,3.11712970495989,
89,2399238995570,uwb.matlab.ukf,1,11.586781523272597,8.83269302408584,3.090707213944693,
90,2399338995572,uwb.matlab.ukf,1,11.600581955970004,8.8528521582468,3.1227084343634064,
91,2399438995573,uwb.matlab.ukf,1,11.626011082526828,8.89425104500944,3.0964223479418678,
92,2399538995575,uwb.matlab.ukf,1,11.690999213290672,8.900983658053207,3.1123902433370403,
93,2399638995576,uwb.matlab.ukf,1,11.764806828046675,8.906135061790536,3.1615026058504196,
94,2399738995578,uwb.matlab.ukf,1,11.77940836232553,8.862901523936722,3.188854959780089,
95,2399838995579,uwb.matlab.ukf,1,11.780828730909333,8.917455304907655,3.1218928535926618,
96,2399938995581,uwb.matlab.ukf,1,11.801184992580874,8.885710896480466,3.0931426051855064,
97,2400038995582,uwb.matlab.ukf,1,11.85057684139491,8.887087856895366,3.0162522082015903,
98,2400138995584,uwb.matlab.ukf,1,11.859298002173459,8.905356742266484,3.045726780532957,
99,2400238995585,uwb.matlab.ukf,1,11.874233025374458,8.936353891107487,3.0909843962131465,
0,2390338995438,uwb.awesome_uwb,1,2.88492085019246,5.477238772820631,3.2560720392672597,
1,2390438995439,uwb.awesome_uwb,1,2.967760803176038,5.492627449093023,3.0336718297449,
2,2390538995441,uwb.awesome_uwb,1,3.1414701897415824,5.582269656308018,3.135021753958245,
3,2390638995442,uwb.awesome_uwb,1,3.23133197036187,5.72051701742337,3.1086061324789585,
4,2390738995444,uwb.awesome_uwb,1,3.412564888693162,5.716252224992128,3.2226004729017914,
5,2390838995445,uwb.awesome_uwb,1,3.5338038206938838,5.762135723541938,3.2402493531147325,
6,2390938995447,uwb.awesome_uwb,1,3.6811263699044985,5.821747518490878,3.1536317495198865,
7,2391038995448,uwb.awesome_uwb,1,3.7857506111155126,5.90904195375196,3.3046283997350985,
8,2391138995449,uwb.awesome_uwb,1,3.9731441801345584,5.908280666228249,3.1825811788611653,
9,2391238995451,uwb.awesome_uwb,1,4.123271819046762,5.987196047007416,3.0636436955411344,
10,2391338995452,uwb.awesome_uwb,1,4.241824729429028,6.100952783298099,3.0630567162057516,
11,2391438995454,uwb.awesome_uwb,1,4.350130546737017,6.117994648392318,3.139864075219884,
12,2391538995455,uwb.awesome_uwb,1,4.512496284472436,6.180399581917051,3.1794211212747463,
13,2391638995457,uwb.awesome_uwb,1,4.59808518210485,6.194581565198195,2.998003907030141,
14,2391738995458,uwb.awesome_uwb,1,4.7551702970249785,6.304383484010414,2.881778863083687,
15,2391838995460,uwb.awesome_uwb,1,4.867684441953688,6.266940925782691,2.856549600793934,
16,2391938995461,uwb.awesome_uwb,1,5.011823830485751,6.419776062274063,3.015357662952272,
17,2392038995463,uwb.awesome_uwb,1,5.160771137945824,6.469030717907362,3.050759614168228,
18,2392138995464,uwb.awesome_uwb,1,5.266026509248201,6.463444214762138,2.9842219369592446,
19,2392238995466,uwb.awesome_uwb,1,5.3828016919840485,6.518719223756572,3.0610503836322613,
20,2392338995467,uwb.awesome_uwb,1,5.550032269336923,6.57669279311544,3.11345534697944,
21,2392438995469,uwb.awesome_uwb,1,5.641973887612913,6.61742894508803,2.9541310284861604,
22,2392538995470,uwb.awesome_uwb,1,5.780763026887173,6.692007895079699,3.128647826324197,
23,2392638995472,uwb.awesome_uwb,1,5.898151132442598,6.73967854911437,2.993257974909712,
24,2392738995473,uwb.awesome_uwb,1,6.004457537534782,6.718566587254419,3.0106468727432976,
25,2392838995475,uwb.awesome_uwb,1,6.155058120228638,6.837813835706961,2.9653810667234395,
26,2392938995476,uwb.awesome_uwb,1,6.2729567798992285,6.847530362732999,2.909578554493836,
27,2393038995478,uwb.awesome_uwb,1,6.445051776158974,6.868218650192091,3.17439685679923,
28,2393138995479,uwb.awesome_uwb,1,6.531769810594912,6.90643553895141,3.123774168916667,
29,2393238995481,uwb.awesome_uwb,1,6.63653093000132,6.9982094804861505,3.27182853495136,
30,2393338995482,uwb.awesome_uwb,1,6.776985735341277,7.0178054494166915,3.105290407365972,
31,2393438995484,uwb.awesome_uwb,1,6.860673204833478,7.122193523188157,3.2988004579986407,
32,2393538995485,uwb.awesome_uwb,1,6.986625684779752,7.117709158422346,3.1397413218834056,
33,2393638995487,uwb.awesome_uwb,1,7.133703392124499,7.20871229514723,3.071346990891184,
34,2393738995488,uwb.awesome_uwb,1,7.243639555591711,7.229494369520635,3.242944114273331,
35,2393838995490,uwb.awesome_uwb,1,7.402522126798324,7.258930367509357,3.0524709757863637,
36,2393938995491,uwb.awesome_uwb,1,7.458561908192882,7.281072414966453,2.988432507091088,
37,2394038995493,uwb.awesome_uwb,1,7.571382109000013,7.38499905648721,3.1396415257141186,
38,2394138995494,uwb.awesome_uwb,1,7.698441805965183,7.324577053024381,2.997921332990434,
39,2394238995496,uwb.awesome_uwb,1,7.764477541154157,7.474986778619585,3.0411163676254223,
40,2394338995497,uwb.awesome_uwb,1,7.858379633610038,7.425796534396534,3.2013836991049627,
41,2394438995499,uwb.awesome_uwb,1,8.046569331205335,7.493572711587038,3.306295192711125,
42,2394538995500,uwb.awesome_uwb,1,8.14231417982606,7.550005451577572,3.134999948458705,
43,2394638995502,uwb.awesome_uwb,1,8.251289758180677,7.549392800501544,3.016228818882795,
44,2394738995503,uwb.awesome_uwb,1,8.366277826706805,7.660325864120697,3.2043541446508317,
45,2394838995505,uwb.awesome_uwb,1,8.490170521062295,7.695484907040537,3.2307777669846365,
46,2394938995506,uwb.awesome_uwb,1,8.500355157509073,7.776951039896265,3.204358516953823,
47,2395038995508,uwb.awesome_uwb,1,8.562374188010283,7.764559718558026,3.192008247807496,
48,2395138995509,uwb.awesome_uwb,1,8.69731429657067,7.833776877817297,3.0259383263676445,
49,2395238995511,uwb.awesome_uwb,1,8.843873083431834,7.817101501933948,3.1492851003227424,
50,2395338995512,uwb.awesome_uwb,1,8.93372667945667,7.893482023385896,3.1744357761947524,
51,2395438995514,uwb.awesome_uwb,1,8.966065453932023,7.860721714233889,2.9464282138343325,
52,2395538995515,uwb.awesome_uwb,1,9.061874866211577,7.893841082323583,3.0798918846749057,
53,2395638995517,uwb.awesome_uwb,1,9.244713112939914,7.926939883000198,3.102534992656207,
54,2395738995518,uwb.awesome_uwb,1,9.284386981329021,8.045665039553292,3.1489707767009056,
55,2395838995520,uwb.awesome_uwb,1,9.360105812288678,8.036926133686055,3.1385576707054232,
56,2395938995521,uwb.awesome_uwb,1,9.49350961374761,8.037899880794322,3.349577382746085,
57,2396038995523,uwb.awesome_uwb,1,9.558978750125808,8.07309343274868,3.0234109179908946,
58,2396138995524,uwb.awesome_uwb,1,9.63511934407711,8.166513682584183,3.065244077599062,
59,2396238995525,uwb.awesome_uwb,1,9.69393892106055,8.107903276988877,2.8901238029110448,
60,2396338995527,uwb.awesome_uwb,1,9.77931992777132,8.170300550242986,2.8592674572855605,
61,2396438995528,uwb.awesome_uwb,1,10.014605513773732,8.184929255351102,3.137897282439794,
62,2396538995530,uwb.awesome_uwb,1,10.076504561347425,8.246922811968318,3.280129395919678,
63,2396638995531,uwb.awesome_uwb,1,10.143310373131614,8.263765062166382,3.2747745133302497,
64,2396738995533,uwb.awesome_uwb,1,10.136095780568954,8.307203922883714,3.195108028068684,
65,2396838995534,uwb.awesome_uwb,1,10.206790252589721,8.315218810940408,3.1635134482611726,
66,2396938995536,uwb.awesome_uwb,1,10.301546022686038,8.385467925444566,3.195108721535007,
67,2397038995537,uwb.awesome_uwb,1,10.384911441910713,8.378301929287101,3.111870649859279,
68,2397138995539,uwb.awesome_uwb,1,10.407373911218317,8.453427531116793,3.253382167942367,
69,2397238995540,uwb.awesome_uwb,1,10.511687089969989,8.373491328327306,3.216303296501147,
70,2397338995542,uwb.awesome_uwb,1,10.619771617041337,8.394810020709382,3.248138244632462,
71,2397438995543,uwb.awesome_uwb,1,10.636349014692506,8.437268746177965,3.1261783541942934,
72,2397538995545,uwb.awesome_uwb,1,10.713917668523036,8.487633607115907,3.1025370883591203,
73,2397638995546,uwb.awesome_uwb,1,10.84069998684904,8.464773848962865,3.1624357857757484,
74,2397738995548,uwb.awesome_uwb,1,10.872293523639014,8.53934810763653,3.032562351363585,
75,2397838995549,uwb.awesome_uwb,1,10.933536295863478,8.540715975081971,3.2351043891938116,
76,2397938995551,uwb.awesome_uwb,1,11.011689547250613,8.542076870878489,3.133635125675257,
77,2398038995552,uwb.awesome_uwb,1,11.017277418558772,8.665853005365156,3.27128168663317,
78,2398138995554,uwb.awesome_uwb,1,11.094823251405575,8.686452147927168,3.322700378407487,
