frame_seq,sample_timestamp_ns,algorithm,valid,estimate_x_m,estimate_y_m,estimate_z_m,error_reason
71,2397438995543,uwb.matlab.trilateration,1,10.628169594083344,8.424893599776425,2.9805327657843073,
72,2397538995545,uwb.matlab.trilateration,1,10.714540279343009,8.485471288881373,3.063504517772898,
73,2397638995546,uwb.matlab.trilateration,1,10.870596926569304,8.51514839419595,3.746208262279106,
74,2397738995548,uwb.matlab.trilateration,1,10.873242350552637,8.550605882565687,3.1338704268914905,
75,2397838995549,uwb.matlab.trilateration,1,10.966768669593614,8.59864574933815,3.7877620255597795,
76,2397938995551,uwb.matlab.trilateration,1,11.009765387307453,8.531903499962043,3.0407522643257696,
77,2398038995552,uwb.matlab.trilateration,1,11.010311224338512,8.650768952026466,3.0041480329467865,
78,2398138995554,uwb.matlab.trilateration,1,11.107200998846983,8.705805652765294,3.5239898745652507,
79,2398238995555,uwb.matlab.trilateration,1,11.114923915598787,8.665903280763722,3.473025842471541,
80,2398338995557,uwb.matlab.trilateration,1,11.220574568389269,8.667442079717395,3.243095946836075,
81,2398438995558,uwb.matlab.trilateration,1,11.279804710313218,8.781768154997698,3.3765189075708752,
82,2398538995560,uwb.matlab.trilateration,1,11.268907249869338,8.630582791739643,2.904039639965279,
83,2398638995561,uwb.matlab.trilateration,1,11.304878586469227,8.714038111122568,3.3220678920583624,
84,2398738995563,uwb.matlab.trilateration,1,11.364066396739899,8.704367254000505,2.8875137863376494,
85,2398838995564,uwb.matlab.trilateration,1,11.364337944788014,8.675829542004784,2.540896603054686,
86,2398938995566,uwb.matlab.trilateration,1,11.56584881832979,8.776066869499006,3.6222123037114713,
87,2399038995567,uwb.matlab.trilateration,1,11.456533348994242,8.744428692797467,2.468350086748161,
88,2399138995569,uwb.matlab.trilateration,1,11.519685241522527,8.793545275478312,2.893563667766927,
89,2399238995570,uwb.matlab.trilateration,1,11.59040242311684,8.845884442399543,3.132879511256935,
90,2399338995572,uwb.matlab.trilateration,1,11.58540707653819,8.863756262334764,3.249066058794196,
91,2399438995573,uwb.matlab.trilateration,1,11.61462312627144,8.90543216644503,3.010244170006487,
92,2399538995575,uwb.matlab.trilateration,1,11.713313300541836,8.851293658941003,2.8253602273469327,
93,2399638995576,uwb.matlab.trilateration,1,11.78362431121487,8.855565769491658,2.811847127165491,
94,2399738995578,uwb.matlab.trilateration,1,11.766262928626372,8.839479450784193,3.4644916526512683,
95,2399838995579,uwb.matlab.trilateration,1,11.740862305916634,8.97437530846552,3.120638562059601,
96,2399938995581,uwb.matlab.trilateration,1,11.787170112177751,8.816944438380485,2.7997048203500072,
97,2400038995582,uwb.matlab.trilateration,1,11.877234425788386,8.907705841851673,3.271172331632852,
98,2400138995584,uwb.matlab.trilateration,1,11.83509728809231,8.913481258707463,2.9431891180529517,
99,2400238995585,uwb.matlab.trilateration,1,11.877321076405014,8.985756864622603,3.3716656654921895,
0,2390338995438,uwb.matlab.multilateration,1,2.88347614516575,5.473268608279917,3.198685622076483,
1,2390438995439,uwb.matlab.multilateration,1,2.96766264652011,5.499042952965234,2.9757691363557917,
2,2390538995441,uwb.matlab.multilateration,1,3.148543466912251,5.583535524022575,3.1563883526898002,
3,2390638995442,uwb.matlab.multilateration,1,3.2323399316991828,5.724570993553598,3.070733796928099,
4,2390738995444,uwb.matlab.multilateration,1,3.4226184700142808,5.720099756374972,3.3355559632002763,
5,2390838995445,uwb.matlab.multilateration,1,3.538216354504505,5.764159512733784,3.2528905700194657,
6,2390938995447,uwb.matlab.multilateration,1,3.6806577868478607,5.818694314673825,3.050318966611798,
7,2391038995448,uwb.matlab.multilateration,1,3.7917018891115246,5.907371630157177,3.3124354451104883,
8,2391138995449,uwb.matlab.multilateration,1,3.971852513930682,5.897843900872092,3.0116703197560195,
9,2391238995451,uwb.matlab.multilateration,1,4.124083287651802,5.990934230003811,3.0271468323236608,
10,2391338995452,uwb.matlab.multilateration,1,4.245025886952545,6.1048910566241,3.0548396516620433,
11,2391438995454,uwb.matlab.multilateration,1,4.355248004775353,6.113579153504794,3.1172416265017238,
12,2391538995455,uwb.matlab.multilateration,1,4.517341064782008,6.17745572107251,3.136071146468292,
13,2391638995457,uwb.matlab.multilateration,1,4.59557948384964,6.1981342588851085,2.9353337386285494,
14,2391738995458,uwb.matlab.multilateration,1,4.75419783379271,6.293128529377124,2.66146160906123,
15,2391838995460,uwb.matlab.multilateration,1,4.869453689301864,6.259953891416568,2.7912143167476655,
16,2391938995461,uwb.matlab.multilateration,1,5.021967645910349,6.432372713727706,3.1509672965746938,
17,2392038995463,uwb.matlab.multilateration,1,5.170156363910566,6.491527016372471,3.329360116094594,
18,2392138995464,uwb.matlab.multilateration,1,5.265310222626864,6.448832719148085,2.799230797402195,
19,2392238995466,uwb.matlab.multilateration,1,5.389226170950961,6.521538810401143,3.0961827780434654,
20,2392338995467,uwb.matlab.multilateration,1,5.560081314370778,6.591856510184761,3.298795579960298,
21,2392438995469,uwb.matlab.multilateration,1,5.636922708799031,6.610176587842831,2.8032864091193366,
22,2392538995470,uwb.matlab.multilateration,1,5.790817865969167,6.696090558528512,3.196651607637536,
23,2392638995472,uwb.matlab.multilateration,1,5.901406405232726,6.7630820559701155,3.131040357551795,
24,2392738995473,uwb.matlab.multilateration,1,6.01186018517405,6.728799624043665,3.1610951260978806,
25,2392838995475,uwb.matlab.multilateration,1,6.154644454560942,6.824749798760677,2.7565845027230997,
26,2392938995476,uwb.matlab.multilateration,1,6.2760986648040085,6.853179735523421,2.964131866920359,
27,2393038995478,uwb.matlab.multilateration,1,6.4654800435589275,6.891274594653141,3.4914588330475906,
28,2393138995479,uwb.matlab.multilateration,1,6.536459900457802,6.921868688808519,3.2815702563196725,
29,2393238995481,uwb.matlab.multilateration,1,6.6436655585323185,7.001125750259047,3.298356195359651,
30,2393338995482,uwb.matlab.multilateration,1,6.771401695768802,6.988873845298867,2.7405837303310565,
31,2393438995484,uwb.matlab.multilateration,1,6.873914029150811,7.140352789650858,3.4908338006322004,
32,2393538995485,uwb.matlab.multilateration,1,6.989137643258634,7.135280636791141,3.302928864409746,
33,2393638995487,uwb.matlab.multilateration,1,7.139748953271538,7.235443435186389,3.3324503025014236,
34,2393738995488,uwb.matlab.multilateration,1,7.275949973028864,7.163903921428429,2.7837663513076176,
35,2393838995490,uwb.matlab.multilateration,1,7.406409152597861,7.2737294559672225,3.176356665178892,
36,2393938995491,uwb.matlab.multilateration,1,7.459690569507961,7.285363693579266,3.022771917442077,
37,2394038995493,uwb.matlab.multilateration,1,7.587903298942981,7.414997868781488,3.455272186637626,
38,2394138995494,uwb.matlab.multilateration,1,7.69512540410886,7.288298779035976,2.6275434239892235,
39,2394238995496,uwb.matlab.multilateration,1,7.7707567786774225,7.49285106416962,3.1799784818211623,
40,2394338995497,uwb.matlab.multilateration,1,7.869153219691516,7.428817217571846,3.2898743748817343,
41,2394438995499,uwb.matlab.multilateration,1,8.05786442548924,7.503411584866464,3.411098003689365,
42,2394538995500,uwb.matlab.multilateration,1,8.13701127443527,7.542776158536628,3.0164692050839474,
43,2394638995502,uwb.matlab.multilateration,1,8.254238792885543,7.5587055420638976,3.1218144346832335,
44,2394738995503,uwb.matlab.multilateration,1,8.380421472432563,7.6788765639540335,3.37669285260336,
45,2394838995505,uwb.matlab.multilateration,1,8.493864899033941,7.691549398733452,3.1804511324004796,
46,2394938995506,uwb.matlab.multilateration,1,8.499782430938597,7.782450655374279,3.2206441820409006,
47,2395038995508,uwb.matlab.multilateration,1,8.562495625723525,7.725046207614776,2.7817337039520593,
48,2395138995509,uwb.matlab.multilateration,1,8.695034853445295,7.83081165013396,2.9619626404007793,
49,2395238995511,uwb.matlab.multilateration,1,8.859199200769037,7.832234897514975,3.3482071134782037,
50,2395338995512,uwb.matlab.multilateration,1,8.932517566639204,7.875657694971774,2.936830215012018,
51,2395438995514,uwb.matlab.multilateration,1,8.959276549999748,7.856069551454945,2.8993795997791887,
52,2395538995515,uwb.matlab.multilateration,1,9.075294136002421,7.911160504672593,3.26661557791617,
53,2395638995517,uwb.matlab.multilateration,1,9.250025494112004,7.921893530952743,3.0483789234523924,
54,2395738995518,uwb.matlab.multilateration,1,9.287302099178971,8.053796139665977,3.181354284313883,
55,2395838995520,uwb.matlab.multilateration,1,9.36635022427628,8.045329189349543,3.2494829869999746,
56,2395938995521,uwb.matlab.multilateration,1,9.510710296653441,7.993309436826643,2.9615946507457442,
57,2396038995523,uwb.matlab.multilateration,1,9.55504611630237,8.076865788286227,3.044112264369625,
58,2396138995524,uwb.matlab.multilateration,1,9.640410775443742,8.175675005381418,3.125414079837087,
59,2396238995525,uwb.matlab.multilateration,1,9.687776995287052,8.093913686835233,2.7786096185689124,
60,2396338995527,uwb.matlab.multilateration,1,9.787896477127036,8.197391764668197,3.1408414212118787,
61,2396438995528,uwb.matlab.multilateration,1,10.03670445006757,8.210503235988151,3.4094261686236793,
62,2396538995530,uwb.matlab.multilateration,1,10.100564135866437,8.30278834696295,3.8198993891165243,
63,2396638995531,uwb.matlab.multilateration,1,10.15329721897126,8.283550349643336,3.4943862481775514,
64,2396738995533,uwb.matlab.multilateration,1,10.139117382681599,8.337598981517022,3.4992702260679995,
65,2396838995534,uwb.matlab.multilateration,1,10.210406658491232,8.320755714748369,3.2333107635375478,
66,2396938995536,uwb.matlab.multilateration,1,10.301710515518733,8.376286239331476,3.061784670090232,
67,2397038995537,uwb.matlab.multilateration,1,10.385128618855905,8.373417563709816,3.078916940840115,
68,2397138995539,uwb.matlab.multilateration,1,10.405279893395232,8.422934637428849,2.853751131440253,
69,2397238995540,uwb.matlab.multilateration,1,10.512776282793489,8.361644134539958,3.140810347505033,
70,2397338995542,uwb.matlab.multilateration,1,10.632016014357406,8.412000906874288,3.435755179834931,
71,2397438995543,uwb.matlab.multilateration,1,10.62816959408335,8.424893599776427,2.9805327657843192,
72,2397538995545,uwb.matlab.multilateration,1,10.714540279343018,8.485471288881376,3.0635045177729143,
73,2397638995546,uwb.matlab.multilateration,1,10.87059692656931,8.515148394195954,3.746208262279111,
74,2397738995548,uwb.matlab.multilateration,1,10.873242350552646,8.55060588256569,3.1338704268915056,
75,2397838995549,uwb.matlab.multilateration,1,10.966768669593625,8.598645749338155,3.787762025559786,
76,2397938995551,uwb.matlab.multilateration,1,11.00976538730746,8.531903499962047,3.0407522643257736,
77,2398038995552,uwb.matlab.multilateration,1,11.010311224338516,8.650768952026471,3.0041480329467922,
78,2398138995554,uwb.matlab.multilateration,1,11.107200998846992,8.705805652765294,3.5239898745652556,
79,2398238995555,uwb.matlab.multilateration,1,11.114923915598789,8.665903280763727,3.473025842471537,
80,2398338995557,uwb.matlab.multilateration,1,11.220574568389274,8.6674420797174,3.24309594683607,
81,2398438995558,uwb.matlab.multilateration,1,11.279804710313224,8.781768154997705,3.3765189075708792,
82,2398538995560,uwb.matlab.multilateration,1,11.268907249869342,8.630582791739647,2.904039639965291,
83,2398638995561,uwb.matlab.multilateration,1,11.304878586469234,8.71403811112257,3.3220678920583624,
84,2398738995563,uwb.matlab.multilateration,1,11.364066396739899,8.70436725400051,2.8875137863376423,
85,2398838995564,uwb.matlab.multilateration,1,11.36433794478802,8.675829542004792,2.5408966030546827,
86,2398938995566,uwb.matlab.multilateration,1,11.565848818329796,8.776066869499008,3.622212303711478,
87,2399038995567,uwb.matlab.multilateration,1,11.456533348994249,8.744428692797468,2.4683500867481647,
88,2399138995569,uwb.matlab.multilateration,1,11.519685241522533,8.793545275478317,2.8935636677669403,
89,2399238995570,uwb.matlab.multilateration,1,11.590402423116847,8.845884442399546,3.132879511256949,
90,2399338995572,uwb.matlab.multilateration,1,11.585407076538194,8.863756262334766,3.2490660587942224,
91,2399438995573,uwb.matlab.multilateration,1,11.614623126271443,8.905432166445028,3.010244170006494,
92,2399538995575,uwb.matlab.multilateration,1,11.71331330054184,8.851293658941007,2.82536022734693,
93,2399638995576,uwb.matlab.multilateration,1,11.783624311214878,8.855565769491667,2.8118471271654704,
94,2399738995578,uwb.matlab.multilateration,1,11.76626292862638,8.839479450784198,3.4644916526512755,
95,2399838995579,uwb.matlab.multilateration,1,11.74086230591664,8.97437530846553,3.1206385620595927,
96,2399938995581,uwb.matlab.multilateration,1,11.787170112177755,8.816944438380487,2.799704820350028,
97,2400038995582,uwb.matlab.multilateration,1,11.877234425788389,8.90770584185168,3.2711723316328385,
98,2400138995584,uwb.matlab.multilateration,1,11.835097288092319,8.913481258707462,2.9431891180529632,
99,2400238995585,uwb.matlab.multilateration,1,11.877321076405018,8.985756864622608,3.371665665492187,
0,2390338995438,uwb.matlab.taylor,1,2.885006773414849,5.477202242277269,3.2557949858124795,
1,2390438995439,uwb.matlab.taylor,1,2.966165524390192,5.491674324947381,2.8893002807181247,
2,2390538995441,uwb.matlab.taylor,1,3.150149129831785,5.587996673485787,3.218845310025508,
3,2390638995442,uwb.matlab.taylor,1,3.232863656441625,5.72628219247242,3.0930550152907945,
4,2390738995444,uwb.matlab.taylor,1,3.4218983658362574,5.7182146928083535,3.308853805768482,
5,2390838995445,uwb.matlab.taylor,1,3.5384078506844507,5.764692097510666,3.260253150129582,
6,2390938995447,uwb.matlab.taylor,1,3.6815569471476044,5.821809944908304,3.0904821628715964,
7,2391038995448,uwb.matlab.taylor,1,3.795161928985701,5.915894898918308,3.433476687799796,
8,2391138995449,uwb.matlab.taylor,1,3.9737942220889373,5.904670439873923,3.0992325652332937,
9,2391238995451,uwb.matlab.taylor,1,4.123261239194992,5.987437938055481,2.984403242385768,
10,2391338995452,uwb.matlab.taylor,1,4.245383191031449,6.106202953323759,3.071252627224633,
11,2391438995454,uwb.matlab.taylor,1,4.357574559558763,6.12085445154639,3.2118249241345924,
12,2391538995455,uwb.matlab.taylor,1,4.519416178026647,6.183950639052169,3.220079827456251,
13,2391638995457,uwb.matlab.taylor,1,4.594218525162461,6.190078657067805,2.8424797487248337,
14,2391738995458,uwb.matlab.taylor,1,4.7557757232758275,6.304160934636937,2.7853770202956185,
15,2391838995460,uwb.matlab.taylor,1,4.870204562763646,6.264355885989267,2.842186308882705,
16,2391938995461,uwb.matlab.taylor,1,5.021486008112556,6.430697488764646,3.1301662327190294,
17,2392038995463,uwb.matlab.taylor,1,5.164822057893392,6.472086364420024,3.0905672492782985,
18,2392138995464,uwb.matlab.taylor,1,5.267621251291755,6.45964268637329,2.927333384830009,
19,2392238995466,uwb.matlab.taylor,1,5.38988380633189,6.523858701159435,3.12474840857449,
20,2392338995467,uwb.matlab.taylor,1,5.5567364446266385,6.580458710519512,3.1582538362444543,
21,2392438995469,uwb.matlab.taylor,1,5.637326301301376,6.612416015454556,2.829201633097824,
22,2392538995470,uwb.matlab.taylor,1,5.79239907197799,6.701035850404339,3.257896769174845,
23,2392638995472,uwb.matlab.taylor,1,5.896838924949805,6.740620188470009,2.8688935092974424,
24,2392738995473,uwb.matlab.taylor,1,6.009010418830481,6.71773685519229,3.028283620515531,
25,2392838995475,uwb.matlab.taylor,1,6.1582654476804315,6.8402764770897795,2.939649055699239,
26,2392938995476,uwb.matlab.taylor,1,6.274376499902601,6.845009124686843,2.8685866662009247,
27,2393038995478,uwb.matlab.taylor,1,6.461205945520412,6.87851217692779,3.335378062115811,
28,2393138995479,uwb.matlab.taylor,1,6.5321431020996,6.906659700782416,3.099214103972664,
29,2393238995481,uwb.matlab.taylor,1,6.645654793053426,7.006926497387318,3.3688648916073136,
30,2393338995482,uwb.matlab.taylor,1,6.776688269989181,7.009412599808365,2.983332318925987,
31,2393438995484,uwb.matlab.taylor,1,6.871657200484091,7.1339543802557275,3.413584909526784,
32,2393538995485,uwb.matlab.taylor,1,6.982735992062117,7.111984439878357,3.0276919465860805,
33,2393638995487,uwb.matlab.taylor,1,7.132708434779503,7.210424197857445,3.037880330474407,
34,2393738995488,uwb.matlab.taylor,1,7.295847178066176,7.219657620508843,3.4502221469883003,
35,2393838995490,uwb.matlab.taylor,1,7.401101175723716,7.253506915465661,2.9396435672852466,
36,2393938995491,uwb.matlab.taylor,1,7.458158508584387,7.279646515298387,2.955859477469226,
37,2394038995493,uwb.matlab.taylor,1,7.581888189812538,7.3967924505709775,3.241240514592234,
38,2394138995494,uwb.matlab.taylor,1,7.701047673241652,7.311201297746068,2.895103972501977,
39,2394238995496,uwb.matlab.taylor,1,7.7679634557182835,7.4836424469487115,3.0726461497029818,
40,2394338995497,uwb.matlab.taylor,1,7.869355462588364,7.429409804825606,3.29681706192164,
41,2394438995499,uwb.matlab.taylor,1,8.05647953974514,7.499494289154498,3.3653968303029416,
42,2394538995500,uwb.matlab.taylor,1,8.137630815866231,7.544810213552849,3.040097616172254,
43,2394638995502,uwb.matlab.taylor,1,8.249835003136498,7.543458437046573,2.9447399821461118,
44,2394738995503,uwb.matlab.taylor,1,8.378335030136764,7.672952853665845,3.3082488590051775,
45,2394838995505,uwb.matlab.taylor,1,8.495956235465949,7.697590524518191,3.250121606378994,
46,2394938995506,uwb.matlab.taylor,1,8.499008057665783,7.780175033350859,3.1944631999526534,
47,2395038995508,uwb.matlab.taylor,1,8.574543038341062,7.76050051991721,3.1897642396633796,
48,2395138995509,uwb.matlab.taylor,1,8.694582863448131,7.829330486971774,2.9449350366314393,
49,2395238995511,uwb.matlab.taylor,1,8.855177871272424,7.820728979773279,3.21645177561779,
50,2395338995512,uwb.matlab.taylor,1,8.940452267343133,7.898376796026887,3.1963587743235777,
51,2395438995514,uwb.matlab.taylor,1,8.956793789774407,7.847397601064486,2.799323699373351,
52,2395538995515,uwb.matlab.taylor,1,9.071846064655693,7.9012181155760475,3.153113766382162,
53,2395638995517,uwb.matlab.taylor,1,9.252298135487322,7.9284412787582905,3.123037693236855,
54,2395738995518,uwb.matlab.taylor,1,9.28719864191768,8.05350575282438,3.1780611973425255,
55,2395838995520,uwb.matlab.taylor,1,9.362842550462085,8.035390615592636,3.136671922480007,
56,2395938995521,uwb.matlab.taylor,1,9.528269752046423,8.038703709183393,3.471807338303714,
57,2396038995523,uwb.matlab.taylor,1,9.550499217488447,8.062899961499099,2.8844188484323374,
58,2396138995524,uwb.matlab.taylor,1,9.639375622727304,8.172768364723755,3.0925699386820886,
59,2396238995525,uwb.matlab.taylor,1,9.6880457476067,8.094763511997048,2.7883661996474793,
60,2396338995527,uwb.matlab.taylor,1,9.77945993955344,8.171829030810692,2.849184550625889,
61,2396438995528,uwb.matlab.taylor,1,10.030848039244791,8.19507244144322,3.236643397072648,
62,2396538995530,uwb.matlab.taylor,1,10.084238207441073,8.261013974450712,3.355276903984158,
63,2396638995531,uwb.matlab.taylor,1,10.145753289028194,8.264006616309091,3.2765266583118606,
64,2396738995533,uwb.matlab.taylor,1,10.127564254679267,8.306917730269808,3.1559922595462364,
65,2396838995534,uwb.matlab.taylor,1,10.20742129643562,8.312845626030795,3.144815390557365,
66,2396938995536,uwb.matlab.taylor,1,10.30713604624682,8.390331852217972,3.2180262656934024,
67,2397038995537,uwb.matlab.taylor,1,10.385093463211085,8.37332435205865,3.07787391817308,
68,2397138995539,uwb.matlab.taylor,1,10.422406328703756,8.466057712283348,3.3301236236104774,
69,2397238995540,uwb.matlab.taylor,1,10.514876957148665,8.36703198489654,3.2006991524171093,
70,2397338995542,uwb.matlab.taylor,1,10.625955796174019,8.396750088314597,3.2671036047858983,
71,2397438995543,uwb.matlab.taylor,1,10.631427250189423,8.433361499468392,3.074995586670708,
72,2397538995545,uwb.matlab.taylor,1,10.71563009928983,8.488271872589733,3.094644559121541,
73,2397638995546,uwb.matlab.taylor,1,10.851027103759614,8.466273466577617,3.2065307429581105,
74,2397738995548,uwb.matlab.taylor,1,10.868058387790189,8.537197332965526,2.984219872252198,
75,2397838995549,uwb.matlab.taylor,1,10.949607217815826,8.556798020980052,3.3297455177243434,
76,2397938995551,uwb.matlab.taylor,1,11.011989250030592,8.537477483675403,3.10248614084994,
77,2398038995552,uwb.matlab.taylor,1,11.022473725489013,8.680283129552485,3.326388585285457,
78,2398138995554,uwb.matlab.taylor,1,11.10033949916012,8.68928003836699,3.343994392458489,
79,2398238995555,uwb.matlab.taylor,1,11.105376153587208,8.642552682451658,3.216972255328484,
80,2398338995557,uwb.matlab.taylor,1,11.223138660697238,8.673603801507964,3.3102529886340597,
81,2398438995558,uwb.matlab.taylor,1,11.27033846243625,8.75865354935597,3.1229361543641736,
82,2398538995560,uwb.matlab.taylor,1,11.279890087816156,8.657223741411578,3.196065241152172,
83,2398638995561,uwb.matlab.taylor,1,11.295175148205267,8.690179994007776,3.0589144333029292,
84,2398738995563,uwb.matlab.taylor,1,11.376202561550956,8.733548831110587,3.20634354172986,
85,2398838995564,uwb.matlab.taylor,1,11.380066115231022,8.71470815406922,2.9718989698608604,
86,2398938995566,uwb.matlab.taylor,1,11.547945764758625,8.733391510167547,3.155810974291406,
