frame_seq,carla_frame,sample_timestamp_ns,x_m,y_m,z_m,velocity_x_mps,velocity_y_mps,velocity_z_mps
86,878420,2398938995566,11.468276977539062,8.777549743652344,3.127941131591797,0.43213981726939465,0.16189664427875172,-0.0154033276439966
87,878421,2399038995567,11.509841918945312,8.79317855834961,3.126349449157715,0.4156256662042779,0.1562790418939919,-0.015915074874345292
88,878422,2399138995569,11.54974365234375,8.808242797851562,3.1247072219848633,0.3990516657613874,0.15065143770391032,-0.01642045628694397
89,878423,2399238995570,11.5880126953125,8.822744369506836,3.1230156421661377,0.3824202025682055,0.14501419187322284,-0.016919269735963388
90,878424,2399338995572,11.624588012695312,8.836681365966797,3.12127423286438,0.3657336715266801,0.13936766518375165,-0.017411315702676178
91,878425,2399438995573,11.659469604492188,8.850053787231445,3.1194849014282227,0.3489944754684515,0.1337122190112794,-0.017896397375255224
92,878426,2399538995575,11.692703247070312,8.862857818603516,3.117647409439087,0.33220502480878267,0.1280482153024387,-0.018374320727500143
93,878427,2399638995576,11.7242431640625,8.87509536743164,3.115762948989868,0.3153677371996011,0.12237601655151309,-0.018844894596441175
94,878428,2399738995578,11.75408935546875,8.886764526367188,3.1138319969177246,0.29848503718122643,0.11669598577730866,-0.019307930758805797
95,878429,2399838995579,11.7822265625,8.897865295410156,3.1118557453155518,0.28155935583328073,0.11100848649986617,-0.019763244006302666
96,878430,2399938995581,11.808685302734375,8.908397674560547,3.1098344326019287,0.2645931304246041,0.10531388271713737,-0.020210652219703473
97,878431,2400038995582,11.833465576171875,8.918357849121094,3.107769727706909,0.24758880406237083,0.09961253888189248,-0.02064997644168773
98,878432,2400138995584,11.856521606445312,8.927749633789062,3.105661630630493,0.23054882534019328,0.09390481987813004,-0.021081040948424945
99,878433,2400238995585,11.87786865234375,8.936567306518555,3.103511333465576,0.21347564798556817,0.08819109099798439,-0.021503673319859806
